Chinese,English,Frequency Count
这栋,This building,857
大叫,Shout,857
要花,Spend,857
床单,sheet,856
世界各地,all around the world,856
邦,state,856
多一点,more,856
わ,Bleak,856
信封,envelope,856
伯,Uncle,856
上级,Superior,855
不出,Not out,854
解决问题,Solve the problem,854
還沒有,not yet,854
逃出,Escape,854
妹子,Girl,854
冷靜,calm,853
一看,one look,853
纯,pure,853
认罪,Confess,853
大姐,Big sister,853
公室,Room,852
一條,One,852
继续下去,continue,852
轰炸,bombing,852
太美,So beautiful,852
男孩子,boy,852
恐吓,Threatening,852
赞,Thumbs up,852
一所,One,852
勾引,seduce,852
日落,Sunset,852
搬进,Move in,851
斯蒂芬,Stephen,851
身处,Be in,851
有力,powerful,850
望远镜,telescope,850
笼子,cage,850
玛雅,Mayan,850
送回,Return,849
那张,That one,849
整,all,849
活力,vitality,849
页,Page,848
小弟弟,Little brother,848
佈,cloth,848
超出,Excess,848
英镑,GBP,848
水里,Water,848
树上,On the tree,847
一双,One pair,847
太平洋,Pacific Ocean,847
才华,Talent,847
布兰,Blann,847
叹气,sigh,847
板,plate,847
解脱,relief,846
布莱克,Black,846
跑步,running,846
朕,I,846
有史以来,History,846
忘記,forget,845
马蒂,Martin,845
第六,sixth,845
恶作剧,mischief,845
钻,Drill,845
蹲下,Squat down,845
珊,Stubborn,845
情侣,Couple,845
紧紧,tightly,844
泳池,Swimming pool,844
终止,termination,844
持有,hold,844
丢失,Lose,844
第三次,the third time,844
为难,Embarrassed,844
体会,Experience,844
斗,fight,843
我累,I am tired,843
伊朗,Iran,843
挨,suffer,843
勒斯,Laus,843
升起,rising,842
傲慢,arrogant,842
干涉,put one's oar in,842
包含,Include,842
狠,ruthless,841
放開,open,841
缺少,Lack,841
非凡,extraordinary,841
每件事,Everything,841
闪开,Flash,840
信不信,Believe in or not,840
不曾,Never,840
关联,Associate,840
一一,all,840
四点,Four o'clock,839
威力,power,839
肉体,flesh,839
讲讲,Talk about,839
緊,tight,839
我快,I'm fast,839
功课,homework,839
宝贵,valuable,838
难堪,Embarrassed,838
快滚,Rolling,838
咳嗽,cough,838
万圣节,Halloween,838
东部,east,838
一批,In a batch,837
ﺼ,Bleak,837
布雷,Larva,837
意图,intention,837
好不容易,Not easy,837
大使馆,embassy,837
不配,Not deserve,837
三号,No. 3,836
着迷,Fascinates,836
吸收,absorb,836
組,Group,836
马里,Mali,836
瞶,Bleak,836
迷,fan,836
生氣,angry,836
尺寸,size,836
出自,From,835
ﾃ,Bleak,835
雇佣,Hire,835
预算,Budget,835
电力,electricity,835
歌词,lyrics,834
迷惑,confuse,834
总理,Prime Minister,834
战术,Tactics,834
很累,very tired,834
精力,energy,834
睡得,Sleep,833
国外,foreign,833
成千上万,Tens of thousands,833
曼哈顿,Manhattan,833
惊奇,Surprise,833
市中心,city ​​center,833
傻事,Stupid thing,832
表弟,Cousin,832
穷人,Poor,832
一會兒,For a while,831
再度,once again,831
十点,Ten o'clock,831
一拳,Punch,831
真让人,Really,831
弟兄,brother,831
极限,limit,831
回见,See you,831
朱利安,Julian,830
化,change,830
奥利弗,Oliver,830
开战,Start a war,830
俺,俺,830
哈尔,Har,830
专辑,Album,830
等着瞧,Waiting for a look,830
乱动,Motion,830
松,loose,830
公布,Announce,830
出动,Exit,829
海底,seabed,829
改善,improve,829
ず,Bleak,828
何,what,828
枕头,Pillow,828
背包,Backpack,828
笔记,notes,828
向上,up,828
粗鲁,Rude,827
有位,One,827
光临,Go,827
责怪,Blame,827
灰色,grey,827
觉,Sleep,827
转向,Turn,827
牙医,dentisit,826
索尔,Sol,826
割,Cut,826
ﺄ,Bleak,826
据我所知,as far as I know,826
活在,live in,826
尽全力,try best,826
ч,bleak,826
贱,cheap,825
转变,change,825
緊張,nervous,825
波比,Wave ratio,825
身旁,Beside,825
牌子,brand,825
碰上,Encounter,825
不合,Disagreement,825
云,cloud,825
很会,It will,824
机票,Air tickets,824
马歇尔,Marshall,824
一队,a team,824
機器,machine,824
學習,study,823
随后,Subsequently,823
ﻝ,Bleak,823
夜里,at night,823
八年,Eight years,822
社交,social contact,822
热狗,hot dog,822
缺,lack,822
逻辑,logic,822
暖,warm,822
抱抱,hug,822
两张,Two,822
穆斯林,Muslim,822
小东西,little things,822
祝你们,Wish you,821
万美金,US dollars,821
联合国,United Nations,821
再來,Come again,820
看清,See clearly,820
夠了,enough,820
動,move,820
从现在起,From now on,820
罗宾,Robin,820
真名,real name,820
看守,guard,820
雪茄,cigar,820
窗外,Outside the window,820
摔倒,fall,820
糊涂,Confused,820
海水,seawater,820
有限,limited,819
最坏,Worst,819
可别,Don't,819
警戒,alert,819
喇叭,trumpet,819
真的假,True or false,819
尔斯,Hormonal,819
小马,pony,819
碰面,meet,818
工会,union,818
秋天,autumn,818
无罪,Innocent,818
甜甜,Sweet,818
交給,Give to,817
滑雪,ski,817
嫌,Dislike,817
拳击,boxing,817
ō,ō,817
慌,Panic,817
稍等一下,Wait a mininute,817
發誓,swear,817
标签,Label,816
柯,Cotton,816
美军,US,815
彩虹,rainbow,815
哈里斯,Harris,815
没命,die,815
最多,most,815
说句话,Say,815
同行,Peers,814
好棒,Great,814
定义,definition,814
μ,μ,814
見面,Meet,814
极其,extremely,813
火鸡,turkey,813
拒絕,reject,813
心思,thought,813
渭,Worship,813
一处,one place,813
乌鸦,crow,813
当真,really,813
族人,Clan,813
ﻄ,Bleak,812
盖尔,Gale,812
卡斯,Kas,812
会合,meet,812
巴斯,Bath,812
青少年,teenager,812
早该,Should have been,811
推进,Advance,811
雅各布,Jacob,811
老哥,Elder brother,811
聽到,Hear,810
开动,start,810
梦见,dream,810
建设,Build,810
文森特,Vincent,810
抓狂,Madness,810
驱逐,Deportation,810
潘,Pan,810
往前走,Go forward,809
出狱,Out of prison,809
很晚,so late,809
预期,expected,809
鼓掌,applaud,809
运送,transport,809
忽然,suddenly,809
围绕,around,808
妥协,compromise,808
抚养,Raise,808
编,Compile,808
耽误,hold up,808
贸易,trading,808
宝石,gem,807
當我,When I,807
黑夜,Tantal,807
谅谅,Forgive,807
一枚,One,807
成年,adult,807
心爱,beloved,806
巴比,Bobby,806
软件,software,806
加强,strengthen,806
活该,Deserve,806
步枪,rifle,806
辩论,debate,805
总共,In total,805
扫,sweep,805
暴风雨,storm,805
她家,her home,805
这本,this,805
洗个,wash,805
堅持,persist in,805
瑞奇,Rich,805
特定,specific,805
极度,extreme,805
介入,intervention,805
青蛙,frog,805
独处,Alone,804
凡,All,804
意愿,Aspiration,804
不好玩,Is not fun,804
颗,One,804
英勇,heroic,804
ど,Bleak,803
成果,Achievement,803
就别,Just don't,803
工,work,802
住处,residence,802
羞愧,ashamed,802
掉下去,fall down,802
雷达,radar,802
為何,Why,802
能干,capable,802
開門,Open the door,801
应对,response,801
有毒,poisonous,801
歌剧,opera,801
这行,This,801
作弊,Cheating,800
外星,Album,800
一回,one time,800
雪莉,Sherry,800
涴,dirty,800
贝利,Belli,800
有的是,Have,799
起立,stand up,799
烦人,Annoying,799
戈登,Gordon,799
打听,inquire about,798
耶稣基督,Jesus Christ,798
别处,elsewhere,798
叫声,Screaming,798
常见,common,797
多点,More,797
总能,Always,797
不但,Not only,797
大腿,thigh,796
夹克,jacket,796
芬奇,Vinci,796
增长,increase,796
最美,Most beautiful,796
矮,short,796
软弱,weak,796
忍耐,endure,796
水中,Water,796
祥,Unrestrained,796
剪刀,Scissors,796
给你个,Give you one,795
フ,Bleak,795
曾經,once,795
受傷,Injuried,795
星期四,Thursday,795
局里,In the bureau,795
多余,Excessive,794
军方,military,794
色,color,794
石,stone,794
不夠,not enough,794
误解,misunderstanding,794
盿,Bleak,794
每天晚上,every night,794
无视,Ignore,794
嗷,Loud,794
之名,The name,794
ﺸ,Bleak,794
烹饪,cooking,793
水面,water surface,793
唐娜,Donna,793
外国人,Foreigner,793
清晨,early morning,793
套房,suite,793
只用,Only use,792
老太太,old lady,792
朗,Loud,792
嚴重,serious,792
快进来,come on in,792
摩西,Moses,792
咩,Somewhere,791
撒旦,Satan,791
擁有,have,791
邀,invite,791
喷,spray,791
囉,Cricket,791
救人,Saving,790
能带,Band,790
脸色,Face,790
闯进,Break into,790
流浪汉,tramp,790
隐形,Invisible,790
人间,world,789
海外,overseas,789
系列,series,789
目光,look,789
一切正常,everything is normal,789
悬崖,cliff,789
盽,Bleak,788
沉重,heavy,788
浑身,All over,788
羞耻,shame,788
宁可,rather,788
第一位,The first one,788
求救,Ask for help,788
電視,television,788
已有,Exist,788
精子,sperm,788
土耳其,Türkiye,788
很帅,Very handsome,788
范,Uniform,788
入睡,Fall asleep,787
侄女,niece,787
比特,Bit,787
悲哀,sorrow,787
握,grip,787
已婚,Married,787
打人,Fight,787
佩服,admire,787
以防万一,in case,787
设定,set up,787
很重,Very heavy,786
匿名,anonymous,786
人体,human body,786
挖掘,Excavate,786
爸爸妈妈,Mom and Dad,786
几,Several,785
先知,prophet,785
同伙,Associate,785
发觉,find,785
大众,public,785
贪婪,greedy,785
水晶,crystal,785
花花公子,playboy,784
七点,Seven o'clock,784
鲍尔,Ball,784
抢走,Take away,784
道别,Say goodbye,784
笔记本,notebook,784
裁判,referee,783
蝙蝠侠,Batman,783
和尚,Monk,783
携带,carry,783
逃出来,Escape,783
别以为,Don't think,783
沃克,Walker,783
填,fill,783
男爵,baron,782
佢,canal,782
补充,Replenish,782
技能,Skill,782
喝完,Finish,782
雞,chicken,782
为什,why,782
妖怪,monster,782
史上,In history,782
别太,Not too much,782
绿,green,782
汽水,Soda,781
す,Bleak,781
鸟儿,Bird,781
救出,Rescue,781
无知,ignorance,781
菜单,menu,781
溜,slip,781
斯坦,Stan,781
中断,Interrupt,781
有钱人,Rich man,781
匹配,match,781
星际,interstellar,781
セ,Bleak,780
赔,pay,780
發,hair,780
到手,Get in hand,780
新年,new year,780
录像带,Video tape,780
我带,I bring,780
创伤,trauma,780
一分钱,penny,780
抗拒,resist,779
通电话,Make phone call,779
卢克,Luke,779
高速公路,highway,779
一站,one stop,779
听从,obey,779
忍,Tolerate,778
援助,assistance,778
维亚,Via,778
ﾊ,Bleak,778
劳伦斯,Lawrence,778
预计,Predict,778
泰国,Thailand,778
幸存,Survive,778
毕,complete,777
趟,trip,777
唤醒,wake,777
请客,dinner,777
腐败,corruption,777
气体,gas,777
恶劣,bad,777
腐烂,rot,777
ç,bleak,777
失,lose,776
喘气,pant,776
委,Commission,776
砛,Bleak,776
主厨,Chef,776
社會,society,775
物理,physics,775
鸡尾酒,cocktail,775
扮,Dress up,775
鳄鱼,Crocodile,775
战略,strategy,775
跳下去,Jump down,775
失礼,Rude,774
乐,happy,774
管道,pipeline,774
催,Urge,773
音乐会,concert,773
紈,white silk,773
收看,Watch,773
待会,Later,773
永久,permanent,773
困住,Trap,773
墙壁,wall,773
妮娜,Nina,772
梦里,Dream,772
己,Has,772
货物,goods,772
工作人员,staff member,772
通缉,wanted,772
跑道,track,772
轻轻,lightly,772
遗传,Inheritance,772
借用,borrow,772
哪個,Which one,772
扔下,Drop,771
帕特里克,Patrick,771
不难,Not difficult,771
艾琳,Erin,771
婚,marriage,771
丢人,Shame,771
用心,Attentive,771
分配,distribute,771
坚信,firmly believe,770
五点,Five points,770
诱饵,Bait,770
车厢,car,770
真对不起,I am so sorry,770
传闻,rumor,770
風,wind,769
从未见过,Never seen,769
玩弄,play,769
设计师,Designer,769
这段,This paragraph,769
里斯,Lisus,769
势力,power,769
天真,Innocent,768
摩尔,Moore,768
高贵,noble,768
雇用,employment,768
乔纳森,Jonathan,768
思维,thinking,768
除,remove,768
多多,So much,768
真该,Really,767
先来,first come,767
视为,Deepen,767
连环,Serial,767
一幕,One scene,767
咁,so,767
刹车,brake,767
很痛,Painful,767
发烧,fever,767
进屋,Enter the house,766
派出,send,766
往后,later,766
治療,treat,766
阴道,vaginal,766
修道院,monastery,766
琼,Unlucky,766
热闹,lively,766
老人家,Old man,765
教导,teach,765
传来,Coming,765
屁眼,Asshole,765
应当,should,764
宾馆,Hotel,764
救世主,Savior,764
密室,Dense room,763
选中,Select,763
权,right,763
一首歌,a song,763
蠈,Bleak,762
赞同,Agree,762
一票,One ticket,762
编剧,screenwriter,762
信徒,believer,761
放假,Have a holiday,761
质量,quality,761
水管,water pipe,761
监督,Supervise,761
无效,invalid,761
得救,Be saved,761
大爷,uncle,761
奋斗,struggle,761
别来,Don't come,761
点钟,Point,761
粘,stick,761
拳,fist,761
你別,Don't,761
发火,Get angry,760
布置,Layout,760
走私,smuggling,760
玩家,Player,760
五千,Five thousand,760
前任,predecessor,760
着手,Start,760
金色,gold,760
爾,you,760
辣,hot,759
柠檬,lemon,759
海豹,seal,759
口香糖,chewing gum,759
活著,Alive,758
物体,object,758
羽毛,feather,758
诊断,diagnosis,758
丧失,Lose,758
死因,cause of death,758
刺杀,Assassinate,757
喘,asthma,757
好几年,several years,757
威尼斯,Venice,757
珍珠,pearl,757
制止,stop,757
加油站,Gas station,757
固执,Stubborn,756
资产,assets,756
最强,The strongest,756
拘捕,arrest,756
同時,at the same time,755
星矢,Star,755
凉,cold,755
一层,layer,755
本性,nature,755
罢工,strike,755
任命,appointment,754
我付,I pay,754
庞大,huge,754
證據,evidence,754
箭,arrow,754
现身,Appear,754
完事,Finish,754
分裂,Split,754
重力,gravity,754
除此之外,besides,753
服役,service,753
体育,physical education,753
掩饰,cover up,753
场合,occasion,753
账单,bill,752
爱过,Love,752
蒂姆,Tim,752
痛快,happy,752
九点,Nine o'clock,752
躲避,Avoid,752
本质,Nature,752
一秒钟,one second,751
没准,Maybe,751
融入,assimilate into,750
坦,Frank,750
走開,Go away,750
谎,lie,750
电源,power supply,750
坚定,firm,750
锻炼,exercise,750
芝士,Cheese,749
拦住,stop,749
可行,feasible,749
独一无二,unique,749
事是,Matter,749
並且,and,749
大衣,Coat,749
神盾,Shield,748
低调,Low -key,748
贿赂,bribe,748
操控,Control,748
深处,deep,748
过份,Excessive,748
说得好,well said,748
俄语,Russian,748
镇子,small town,748
德军,German,747
疫苗,vaccine,747
节日,festival,747
罢,stop,747
凯伦,Karen,747
玩完,Play,747
事后,afterwards,747
活儿,Work,747
古代,Ancient,747
胸口,Chest,747
聰明,clever,746
脱身,Get out of,746
菲,Favored,746
一是,One is,746
华丽,gorgeous,746
值钱,valuable,746
è,è,746
罪人,sinner,746
镇定,Calm,746
运转,Run,746
周二,Tuesday,745
话说回来,anyway,745
禮物,Gift,745
好转,Improve,745
巴特,Bart,745
出价,bid,745
听证会,Hearings,745
哄,coax,745
泰迪,Teddy,745
目睹,witness,744
层,layer,744
太高兴,Too happy,744
杰西卡,Jessica,744
相对,relatively,744
催眠,Hypnotic,743
弱,weak,743
巴基斯坦,Pakistan,743
安吉拉,Angila,743
心碎,Heartbreak,743
转告,Tell,743
全美,Nationally,742
自殺,suicide,742
蠢事,Stupid thing,742
界,boundary,742
识别,Identify,742
克雷格,Craig,742
你行,You,742
享用,Enjoy,742
ﺕ,Bleak,742
關於,about,742
东方,East,740
腰,waist,740
装满,Full,740
袋,bag,740
我知,I know,740
演唱会,concert,740
保卫,defend,740
三分钟,three minutes,739
脚步,pace,739
均,all,739
八点,Eight o'clock,739
逃犯,Fugitive,739
营,camp,739
记着,Remember,739
肺,lung,738
三人,Three,738
录,record,738
休,stop,738
重视,Pay attention to,738
嫂子,sister in law,738
发给,Send,738
三十,thirty,737
圣人,saint,737
早饭,breakfast,737
精确,accurate,737
海洛因,Heroin,736
运输,transportation,736
中校,Middle school,736
打劫,Rob,736
微軟雅,Microsoft Ya,736
澳洲,Australia,736
自称,Claim,736
两条,Two,736
髒,dirty,736
平凡,ordinary,736
棕色,brown,736
小鸡,chick,736
沉,Sink,736
出身,Outlook,736
趕緊,Hurry up,736
庄园,manor,736
商品,commodity,736
厩,stable,735
采取行动,Take action,735
正想,Think,735
博,Blog,735
预定,Reserve,735
嫌疑,Suspect,735
钞票,banknote,735
后天,the day after tomorrow,734
沒用,Useless,734
拳头,fist,734
别烦,Don't bother,734
幾乎,almost,734
传递,transfer,734
泰德,Thaide,734
口交,oral sex,733
不接,Not connect,733
明日,tomorrow,733
装作,Pretend,733
粉碎,Shatter,733
敌军,enemy,733
外遇,Affair,733
细菌,bacteria,732
虽,although,732
当着,In front of,732
人情,Personality,732
盛大,grand,732
容忍,tolerate,732
我什麼,Me,732
鉴于,In view of,732
攻擊,attack,731
发现自己,Discover yourself,731
誒,Eh,731
客房,Room,731
畏,fear,730
效忠,Loyalty,730
批评,criticize,730
形势,situation,730
不动,Do not move,730
永生,eternal life,730
看书,Read a book,730
推测,Speculate,730
继承人,Heir,729
注册,register,729
上演,Stage,729
来讲,In the end,729
乐园,paradise,729
群,group,729
超能力,superpower,729
亨特,Hunter,729
記錄,Record,729
可真,Really,729
哥伦比亚,Colombia,728
卷入,Involve,728
致敬,pay tribute,728
核弹,Nuclear bomb,728
依赖,rely,728
甜美,sweet,727
珨,Bleak,727
穝,Bleak,727
往往,often,727
毒贩,Drug dealer,727
蘑菇,mushroom,727
組織,organize,727
呼唤,call,727
客氣,polite,726
放大,enlarge,726
保障,Assure,726
保,Save,726
路边,roadside,725
還給,Return,725
爱好,Hobby,725
上空,Overwhelming,725
答應,promise,725
新郎,bridegroom,725
撞击,Impact,725
打造,Build,724
ﺀ,Bleak,724
会带,Will bring,724
赢家,Winner,724
各个,each,724
昆虫,insect,724
六点,Six o'clock,724
厚,thick,724
感恩节,Thanksgiving Day,724
德里,Delhi,724
垃圾桶,garbage can,723
行走,walk,723
出租,rent,723
第一步,first step,723
扯淡,Nonsense,723
宽,Width,723
开走,Drive away,723
班机,Plane,723
變,Change,722
不干,Not to do it,722
深度,depth,722
真诚,sincere,722
莱恩,Laine,722
女孩儿,Girl,722
铃声,ring,722
精神病院,Mental hospital,722
念头,idea,722
维拉,Vera,721
卫,guard,721
這就,This,721
胜过,Overwhelm,721
一方,One party,721
直至,Until,721
焦虑,anxiety,721
没门,no way,721
阻碍,Obstacle,720
流浪,Wandering,720
被害人,victim,720
生涯,career,720
胆子,courage,720
那本书,that book,720
拖车,trailer,719
葡萄,Grape,719
神话,myth,719
意大利人,Italian,719
先是,First,719
挺不错,pretty good,719
左转,Turn left,719
培养,nourish,719
肈,Bleak,719
帐户,account,718
正当,Proper,718
怜悯,mercy,718
困境,Dilemma,718
摩托,Motorcycle,718
提问,Question,718
阿宝,Abao,718
大战,War,718
赋予,Give,718
租金,rent,718
